Instance,Algorithme,Seed,Score,Lambda,MaxEval,CPU-Used-Time (ms)
instances/atsp_rand_70_55.txt,sampled_walk_2opt,51,1769,5,100000,516.837000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,51,1809,9,100000,276.598000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,52,1912,5,100000,526.300000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,52,1765,9,100000,278.178000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,53,1711,5,100000,530.070000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,53,1755,9,100000,296.434000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,54,1963,5,100000,543.614000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,54,1901,9,100000,278.059000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,55,1835,5,100000,523.280000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,55,1642,9,100000,274.075000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,56,1968,5,100000,513.820000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,56,1838,9,100000,276.124000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,57,1893,5,100000,525.641000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,57,2010,9,100000,288.881000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,58,1749,5,100000,524.084000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,58,1888,9,100000,276.678000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,59,1711,5,100000,528.348000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,59,1822,9,100000,281.098000
instances/atsp_rand_70_100.txt,sampled_walk_swap,50,3493,5,100000,523.144000
instances/atsp_rand_70_100.txt,sampled_walk_swap,50,3537,9,100000,271.062000
instances/atsp_rand_70_100.txt,sampled_walk_swap,51,3768,5,100000,522.870000
instances/atsp_rand_70_100.txt,sampled_walk_swap,51,3692,9,100000,294.156000
instances/atsp_rand_70_100.txt,sampled_walk_swap,52,3752,5,100000,537.384000
instances/atsp_rand_70_100.txt,sampled_walk_swap,52,3654,9,100000,276.788000
instances/atsp_rand_70_100.txt,sampled_walk_swap,53,3599,5,100000,527.496000
instances/atsp_rand_70_100.txt,sampled_walk_swap,53,3524,9,100000,274.679000
instances/atsp_rand_70_100.txt,sampled_walk_swap,54,3608,5,100000,561.901000
instances/atsp_rand_70_100.txt,sampled_walk_swap,54,3597,9,100000,288.702000
instances/atsp_rand_70_100.txt,sampled_walk_swap,55,3680,5,100000,528.610000
instances/atsp_rand_70_100.txt,sampled_walk_swap,55,3244,9,100000,276.697000
instances/atsp_rand_70_100.txt,sampled_walk_swap,56,3603,5,100000,537.887000
instances/atsp_rand_70_100.txt,sampled_walk_swap,56,3483,9,100000,270.166000
instances/atsp_rand_70_100.txt,sampled_walk_swap,57,3468,5,100000,505.347000
instances/atsp_rand_70_100.txt,sampled_walk_swap,57,3346,9,100000,277.568000
instances/atsp_rand_70_100.txt,sampled_walk_swap,58,3900,5,100000,553.839000
instances/atsp_rand_70_100.txt,sampled_walk_swap,58,3804,9,100000,293.047000
instances/atsp_rand_70_100.txt,sampled_walk_swap,59,3386,5,100000,549.014000
instances/atsp_rand_70_100.txt,sampled_walk_swap,59,3443,9,100000,310.222000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,50,3583,5,100000,581.082000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,50,3337,9,100000,292.113000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,51,3240,5,100000,535.794000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,51,3686,9,100000,279.980000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,52,4111,5,100000,520.242000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,52,3680,9,100000,279.869000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,53,3465,5,100000,541.023000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,53,3517,9,100000,285.027000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,54,3114,5,100000,541.769000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,54,3108,9,100000,283.302000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,55,3365,5,100000,542.527000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,55,3449,9,100000,298.573000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,56,3227,5,100000,566.919000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,56,3279,9,100000,297.065000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,57,3421,5,100000,529.263000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,57,3481,9,100000,282.902000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,58,3726,5,100000,565.484000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,58,3589,9,100000,328.420000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,59,3424,5,100000,554.663000
instances/atsp_rand_70_100.txt,sampled_walk_2opt,59,3406,9,100000,275.697000
instances/atsp_rand_80_70.txt,sampled_walk_swap,50,3146,5,100000,652.267000
instances/atsp_rand_80_70.txt,sampled_walk_swap,50,3292,9,100000,344.078000
instances/atsp_rand_80_70.txt,sampled_walk_swap,51,3233,5,100000,668.476000
instances/atsp_rand_80_70.txt,sampled_walk_swap,51,3041,9,100000,352.363000
instances/atsp_rand_80_70.txt,sampled_walk_swap,52,3253,5,100000,690.190000
instances/atsp_rand_80_70.txt,sampled_walk_swap,52,3097,9,100000,353.686000
instances/atsp_rand_80_70.txt,sampled_walk_swap,53,3141,5,100000,674.537000
instances/atsp_rand_80_70.txt,sampled_walk_swap,53,3069,9,100000,350.714000
instances/atsp_rand_80_70.txt,sampled_walk_swap,54,3313,5,100000,673.680000
instances/atsp_rand_80_70.txt,sampled_walk_swap,54,3380,9,100000,355.747000
instances/atsp_rand_80_70.txt,sampled_walk_swap,55,3302,5,100000,684.305000
instances/atsp_rand_80_70.txt,sampled_walk_swap,55,3217,9,100000,359.405000
instances/atsp_rand_80_70.txt,sampled_walk_swap,56,3025,5,100000,698.183000
