Instance,Algorithme,Seed,Score,CPU-Used-Time (ms)
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,53,961,5.678000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,54,817,3.770000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,55,922,6.255000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,56,1034,6.519000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,57,947,3.500000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,58,874,7.742000
instances/atsp_rand_50_100.txt,first_improver_2opt_descente,59,1300,4.592000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,50,1409,95.097000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,51,1458,122.938000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,52,1401,107.747000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,53,1235,160.276000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,54,1321,181.905000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,55,1329,134.536000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,56,1192,170.648000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,57,1020,132.613000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,58,1300,96.698000
instances/atsp_rand_50_100.txt,worst_improver_2opt_descente,59,1308,103.464000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,50,827,8.256000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,51,839,8.620000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,52,841,8.976000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,53,851,8.595000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,54,809,9.293000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,55,813,8.822000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,56,862,7.363000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,57,801,9.120000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,58,859,7.196000
instances/atsp_rand_60_50.txt,best_improver_swap_descente,59,844,8.061000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,50,845,2.816000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,51,876,1.834000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,52,813,3.972000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,53,832,4.155000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,54,795,3.082000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,55,858,3.138000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,56,882,3.242000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,57,864,2.728000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,58,879,3.527000
instances/atsp_rand_60_50.txt,first_improver_swap_descente,59,803,3.960000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,50,818,209.944000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,51,818,237.434000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,52,869,275.617000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,53,855,201.454000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,54,836,279.371000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,55,852,233.275000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,56,844,223.429000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,57,863,226.420000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,58,842,227.331000
instances/atsp_rand_60_50.txt,worst_improver_swap_descente,59,801,206.341000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,50,1143,6.518000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,51,1212,6.772000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,52,1204,4.940000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,53,1201,5.711000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,54,1114,8.088000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,55,1027,11.273000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,56,1056,8.940000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,57,1193,7.251000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,58,1120,9.459000
instances/atsp_rand_60_50.txt,best_improver_2opt_descente,59,1166,6.535000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,50,1160,10.700000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,51,1062,14.411000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,52,1152,12.948000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,53,1054,18.906000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,54,1025,15.586000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,55,1132,12.113000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,56,992,14.638000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,57,1019,13.651000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,58,1042,11.669000
instances/atsp_rand_60_50.txt,first_improver_2opt_descente,59,1068,9.318000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,50,1183,86.164000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,51,1140,164.170000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,52,1299,187.437000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,53,1267,78.723000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,54,1208,200.566000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,55,1137,162.775000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,56,1098,141.092000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,57,1139,157.980000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,58,1167,98.488000
instances/atsp_rand_60_50.txt,worst_improver_2opt_descente,59,1136,111.963000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,50,1965,8.074000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,51,1868,9.876000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,52,2036,8.753000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,53,1879,10.659000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,54,1938,8.517000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,55,1888,11.205000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,56,1944,8.151000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,57,1916,9.589000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,58,1975,7.780000
instances/atsp_rand_60_100.txt,best_improver_swap_descente,59,1922,9.938000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,50,1940,2.601000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,51,1919,3.358000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,52,1884,3.561000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,53,1953,3.974000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,54,1914,3.871000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,55,1976,3.410000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,56,1980,3.078000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,57,1959,2.946000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,58,1941,4.596000
instances/atsp_rand_60_100.txt,first_improver_swap_descente,59,1953,1.952000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,50,1920,366.484000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,51,1836,396.426000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,52,1973,415.761000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,53,1926,429.467000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,54,1927,422.426000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,55,1926,398.857000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,56,1916,444.714000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,57,1970,404.597000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,58,2035,468.341000
instances/atsp_rand_60_100.txt,worst_improver_swap_descente,59,1994,417.014000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,50,2372,7.971000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,51,2509,6.813000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,52,2325,8.167000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,53,2571,5.504000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,54,2479,7.957000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,55,2525,7.976000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,56,2440,7.844000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,57,2372,8.847000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,58,2697,6.434000
instances/atsp_rand_60_100.txt,best_improver_2opt_descente,59,2563,7.359000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,50,2315,16.073000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,51,2217,14.131000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,52,2449,16.855000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,53,2251,14.273000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,54,2187,16.730000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,55,2216,13.181000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,56,2302,9.730000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,57,2361,7.674000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,58,2235,15.463000
instances/atsp_rand_60_100.txt,first_improver_2opt_descente,59,2177,13.331000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,50,2387,191.658000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,51,2469,242.154000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,52,2460,275.259000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,53,2571,271.292000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,54,2492,265.089000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,55,2613,215.325000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,56,2535,313.706000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,57,2587,249.308000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,58,2614,304.103000
instances/atsp_rand_60_100.txt,worst_improver_2opt_descente,59,2669,264.122000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,50,492,13.645000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,51,556,12.596000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,52,493,19.861000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,53,471,18.837000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,54,484,16.853000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,55,490,21.785000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,56,471,17.070000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,57,487,16.936000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,58,519,17.578000
instances/atsp_rand_70_55.txt,best_improver_swap_descente,59,505,15.883000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,50,489,4.240000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,51,538,5.492000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,52,452,6.478000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,53,482,5.258000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,54,454,7.390000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,55,500,5.688000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,56,537,3.464000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,57,463,6.150000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,58,490,5.297000
instances/atsp_rand_70_55.txt,first_improver_swap_descente,59,488,9.156000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,50,486,693.011000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,51,472,542.544000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,52,430,558.613000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,53,471,627.132000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,54,488,594.567000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,55,523,676.547000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,56,499,601.928000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,57,499,613.756000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,58,550,609.502000
instances/atsp_rand_70_55.txt,worst_improver_swap_descente,59,485,554.736000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,50,961,16.840000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,51,878,14.073000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,52,1131,13.185000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,53,1045,11.316000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,54,964,13.829000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,55,953,14.203000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,56,1017,15.612000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,57,1140,15.888000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,58,1035,12.097000
instances/atsp_rand_70_55.txt,best_improver_2opt_descente,59,860,15.123000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,50,860,29.733000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,51,796,34.273000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,52,876,21.218000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,53,810,21.957000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,54,770,25.013000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,55,780,27.056000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,56,812,29.324000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,57,841,30.721000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,58,754,20.872000
instances/atsp_rand_70_55.txt,first_improver_2opt_descente,59,841,20.198000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,50,1032,443.474000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,51,977,334.546000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,52,882,316.167000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,53,869,426.416000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,54,1039,372.738000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,55,875,501.140000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,56,969,393.999000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,57,833,451.816000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,58,962,424.942000
instances/atsp_rand_70_55.txt,worst_improver_2opt_descente,59,841,340.790000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,50,1228,14.975000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,51,1169,18.651000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,52,1350,15.121000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,53,1227,16.741000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,54,1269,13.275000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,55,1314,17.902000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,56,1269,14.329000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,57,1241,13.933000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,58,1228,17.581000
instances/atsp_rand_70_100.txt,best_improver_swap_descente,59,1112,19.619000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,50,1084,8.865000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,51,1319,4.381000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,52,1220,4.803000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,53,1245,9.364000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,54,1296,9.576000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,55,1281,7.433000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,56,1212,7.171000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,57,1231,4.209000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,58,1301,5.868000
instances/atsp_rand_70_100.txt,first_improver_swap_descente,59,1172,6.265000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,50,1237,968.044000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,51,1153,1189.913000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,52,1248,1245.219000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,53,1190,1218.050000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,54,1238,1087.903000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,55,1253,1114.919000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,56,1258,1065.505000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,57,1250,957.886000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,58,1303,1317.075000
instances/atsp_rand_70_100.txt,worst_improver_swap_descente,59,1305,1017.570000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,50,2131,11.292000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,51,2085,12.235000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,52,2271,17.681000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,53,2129,14.427000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,54,2216,14.583000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,55,2059,15.566000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,56,1878,16.843000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,57,2066,13.580000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,58,2310,13.328000
instances/atsp_rand_70_100.txt,best_improver_2opt_descente,59,2235,12.285000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,50,1886,27.495000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,51,1752,29.167000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,52,1810,26.574000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,53,1544,39.222000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,54,1897,19.602000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,55,1849,30.225000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,56,1977,23.715000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,57,1736,38.017000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,58,1763,24.132000
instances/atsp_rand_70_100.txt,first_improver_2opt_descente,59,1763,23.883000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,50,2198,587.650000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,51,2082,676.476000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,52,1975,885.225000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,53,2260,582.348000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,54,2041,515.497000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,55,2044,641.431000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,56,2124,499.854000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,57,2163,359.033000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,58,2260,784.343000
instances/atsp_rand_70_100.txt,worst_improver_2opt_descente,59,2241,509.830000
instances/atsp_rand_80_70.txt,best_improver_swap_descente,50,1408,31.817000
