Instance,Algorithme,Seed,Score,Lambda,MaxEval,CPU-Used-Time (ms)
instances/atsp_rand_50_100.txt,sampled_walk_2opt,57,2546,5,50000,134.642000
instances/atsp_rand_50_100.txt,sampled_walk_2opt,57,1943,9,50000,73.135000
instances/atsp_rand_50_100.txt,sampled_walk_2opt,58,2344,5,50000,146.821000
instances/atsp_rand_50_100.txt,sampled_walk_2opt,58,1984,9,50000,73.848000
instances/atsp_rand_50_100.txt,sampled_walk_2opt,59,2228,5,50000,135.021000
instances/atsp_rand_50_100.txt,sampled_walk_2opt,59,2214,9,50000,73.152000
instances/atsp_rand_60_50.txt,sampled_walk_swap,50,1595,5,50000,205.845000
instances/atsp_rand_60_50.txt,sampled_walk_swap,50,1541,9,50000,100.819000
instances/atsp_rand_60_50.txt,sampled_walk_swap,51,1721,5,50000,189.239000
instances/atsp_rand_60_50.txt,sampled_walk_swap,51,1737,9,50000,101.641000
instances/atsp_rand_60_50.txt,sampled_walk_swap,52,1821,5,50000,190.037000
instances/atsp_rand_60_50.txt,sampled_walk_swap,52,1758,9,50000,106.490000
instances/atsp_rand_60_50.txt,sampled_walk_swap,53,1588,5,50000,190.939000
instances/atsp_rand_60_50.txt,sampled_walk_swap,53,1658,9,50000,101.753000
instances/atsp_rand_60_50.txt,sampled_walk_swap,54,1810,5,50000,191.157000
instances/atsp_rand_60_50.txt,sampled_walk_swap,54,1753,9,50000,100.979000
instances/atsp_rand_60_50.txt,sampled_walk_swap,55,1730,5,50000,197.316000
instances/atsp_rand_60_50.txt,sampled_walk_swap,55,1757,9,50000,101.751000
instances/atsp_rand_60_50.txt,sampled_walk_swap,56,1693,5,50000,189.887000
instances/atsp_rand_60_50.txt,sampled_walk_swap,56,1684,9,50000,101.057000
instances/atsp_rand_60_50.txt,sampled_walk_swap,57,1704,5,50000,190.991000
instances/atsp_rand_60_50.txt,sampled_walk_swap,57,1632,9,50000,113.825000
instances/atsp_rand_60_50.txt,sampled_walk_swap,58,1620,5,50000,189.518000
instances/atsp_rand_60_50.txt,sampled_walk_swap,58,1574,9,50000,102.094000
instances/atsp_rand_60_50.txt,sampled_walk_swap,59,1671,5,50000,190.564000
instances/atsp_rand_60_50.txt,sampled_walk_swap,59,1498,9,50000,100.685000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,50,1692,5,50000,195.646000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,50,1760,9,50000,101.575000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,51,1736,5,50000,192.659000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,51,1516,9,50000,107.511000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,52,1714,5,50000,215.477000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,52,1649,9,50000,122.789000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,53,1809,5,50000,234.670000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,53,1662,9,50000,123.878000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,54,1755,5,50000,236.103000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,54,1764,9,50000,123.944000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,55,1748,5,50000,245.550000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,55,1630,9,50000,126.442000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,56,1692,5,50000,235.022000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,56,1698,9,50000,120.914000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,57,1691,5,50000,230.678000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,57,1613,9,50000,129.662000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,58,1653,5,50000,243.759000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,58,1641,9,50000,125.672000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,59,1608,5,50000,236.653000
instances/atsp_rand_60_50.txt,sampled_walk_2opt,59,1528,9,50000,124.835000
instances/atsp_rand_60_100.txt,sampled_walk_swap,50,3577,5,50000,259.143000
instances/atsp_rand_60_100.txt,sampled_walk_swap,50,3374,9,50000,130.040000
instances/atsp_rand_60_100.txt,sampled_walk_swap,51,3566,5,50000,239.293000
instances/atsp_rand_60_100.txt,sampled_walk_swap,51,3465,9,50000,121.459000
instances/atsp_rand_60_100.txt,sampled_walk_swap,52,3658,5,50000,227.882000
instances/atsp_rand_60_100.txt,sampled_walk_swap,52,3499,9,50000,122.346000
instances/atsp_rand_60_100.txt,sampled_walk_swap,53,3684,5,50000,232.929000
instances/atsp_rand_60_100.txt,sampled_walk_swap,53,3661,9,50000,119.086000
instances/atsp_rand_60_100.txt,sampled_walk_swap,54,3431,5,50000,224.709000
instances/atsp_rand_60_100.txt,sampled_walk_swap,54,3627,9,50000,118.957000
instances/atsp_rand_60_100.txt,sampled_walk_swap,55,3673,5,50000,239.223000
instances/atsp_rand_60_100.txt,sampled_walk_swap,55,3234,9,50000,124.460000
instances/atsp_rand_60_100.txt,sampled_walk_swap,56,3804,5,50000,235.128000
instances/atsp_rand_60_100.txt,sampled_walk_swap,56,3561,9,50000,122.192000
instances/atsp_rand_60_100.txt,sampled_walk_swap,57,3438,5,50000,230.366000
instances/atsp_rand_60_100.txt,sampled_walk_swap,57,3596,9,50000,124.671000
instances/atsp_rand_60_100.txt,sampled_walk_swap,58,3800,5,50000,231.845000
instances/atsp_rand_60_100.txt,sampled_walk_swap,58,3649,9,50000,120.784000
instances/atsp_rand_60_100.txt,sampled_walk_swap,59,3550,5,50000,228.401000
instances/atsp_rand_60_100.txt,sampled_walk_swap,59,3300,9,50000,117.405000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,50,3559,5,50000,235.599000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,50,3519,9,50000,125.445000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,51,3445,5,50000,231.875000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,51,3300,9,50000,120.946000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,52,3792,5,50000,228.165000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,52,3562,9,50000,125.056000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,53,3529,5,50000,241.471000
